,主键,机器编号,销量,销售额,日均销售额,点位日均销量,点位日,件单价,sku动销率,退款率,吐货失败率,缺货率,时间,PCA
3577,021102772021-07-04,2110277,14,46.7,6.67,2.0,7,3.34,0.1935,0.0,0.0,0.0062,2021-07-05 05:09:47,-1.7773044327501546
3578,021103102021-07-04,2110310,9,46.7,6.67,1.2857142857142858,7,5.19,0.1515,0.0,0.0,0.2727,2021-07-05 05:09:47,-1.6105111923085935
3579,021109662021-07-04,2110966,13,46.5,6.64,1.8571428571428572,7,3.58,0.3158,0.0,0.0,0.1786,2021-07-05 05:09:47,-1.3887374593873025
3580,028103572021-07-04,2810357,11,46.47,6.64,1.5714285714285714,7,4.22,0.3478,0.0,0.0,0.1905,2021-07-05 05:09:47,-1.3399822283031666
3581,028105092021-07-04,2810509,11,46.5,6.64,1.5714285714285714,7,4.23,0.2963,0.0833,0.0,0.0714,2021-07-05 05:09:49,-1.6542632965005268
3582,051100872021-07-04,5110087,12,46.5,6.64,1.7142857142857142,7,3.88,0.4,0.0,0.0,0.034,2021-07-05 05:09:47,-1.4038536197229015
3583,051101092021-07-04,5110109,6,46.5,6.64,0.8571428571428571,7,7.75,0.1923,0.0,0.0,0.0064,2021-07-05 05:09:47,-1.7888413756312282
3584,023101272021-07-04,2310127,13,46.4,6.63,1.8571428571428572,7,3.57,0.2692,0.0,0.0,0.0197,2021-07-05 05:09:47,-1.6428343223933037
3585,028103272021-07-04,2810327,9,46.4,6.63,1.2857142857142858,7,5.16,0.2069,0.0,0.0,0.095,2021-07-05 05:09:47,-1.7036662454265183
3586,028103652021-07-04,2810365,12,46.3,6.61,1.7142857142857142,7,3.86,0.3043,0.0,0.0,0.0824,2021-07-05 05:09:47,-1.5253061441278677
3587,053212252021-07-04,5321225,11,46.2,6.6,1.5714285714285714,7,4.2,0.3333,0.0,0.0,0.1104,2021-07-05 05:09:47,-1.453587146857979
3588,075514312021-07-04,7551431,11,46.2,6.6,1.5714285714285714,7,4.2,0.2667,0.0,0.0,0.0677,2021-07-05 05:09:49,-1.6185464661017879
3589,0592103562021-07-04,59210356,11,46.1,6.59,1.5714285714285714,7,4.19,0.2273,0.0,0.0,0.0435,2021-07-05 05:09:47,-1.7157866752021622
3590,051101432021-07-04,5110143,12,46.0,6.57,1.7142857142857142,7,3.83,0.25,0.0,0.0,0.1786,2021-07-05 05:09:49,-1.522284389732568
3591,021103222021-07-04,2110322,8,45.9,6.56,1.1428571428571428,7,5.74,0.2727,0.0,0.0,0.3975,2021-07-05 05:09:47,-1.2645493837853392
3592,028103432021-07-04,2810343,11,45.9,6.56,1.5714285714285714,7,4.17,0.2381,0.0,0.0,0.013,2021-07-05 05:09:47,-1.7307488293166189
3593,0592102002021-07-04,59210200,10,45.9,6.56,1.4285714285714286,7,4.59,0.28,0.0,0.0,0.0055,2021-07-05 05:09:47,-1.670188111803612
3594,051210762021-07-04,5121076,8,45.86,6.55,1.1428571428571428,7,5.73,0.1818,0.1111,0.0,0.4651,2021-07-05 05:09:47,-1.4827942994222236
3595,021109042021-07-04,2110904,12,45.8,6.54,1.7142857142857142,7,3.82,0.2273,0.0,0.0,0.0435,2021-07-05 05:09:47,-1.7086436265654639
3596,0571100262021-07-04,57110026,11,45.8,6.54,1.5714285714285714,7,4.16,0.1765,0.0,0.0,0.0694,2021-07-05 05:09:47,-1.781770247127475
3597,020101572021-07-04,2010157,9,45.7,6.53,1.2857142857142858,7,5.08,0.3,0.0,0.0,0.034,2021-07-05 05:09:47,-1.608400038575412
3598,027102132021-07-04,2710213,11,45.7,6.53,1.5714285714285714,7,4.15,0.1935,0.0,0.0,0.0645,2021-07-05 05:09:47,-1.7573341906000137
3599,028105032021-07-04,2810503,9,45.7,6.53,1.2857142857142858,7,5.08,0.2222,0.0,0.0,0.1329,2021-07-05 05:09:49,-1.6420951853084744
3600,0574101262021-07-04,57410126,10,45.7,6.53,1.4285714285714286,7,4.57,0.25,0.0,0.0,0.0591,2021-07-05 05:09:47,-1.6683708372318888
3601,0592102762021-07-04,59210276,8,45.6,6.51,1.1428571428571428,7,5.7,0.1935,0.0,0.0,0.0,2021-07-05 05:09:47,-1.8343244491106632
3602,021108022021-07-04,2110802,12,45.5,6.5,1.7142857142857142,7,3.79,0.2083,0.0,0.0,0.0,2021-07-05 05:09:47,-1.791676326533804
3603,0531100722021-07-04,53110072,10,45.5,6.5,1.4285714285714286,7,4.55,0.381,0.0,0.0,0.0909,2021-07-05 05:09:47,-1.401393454931525
3604,0531102122021-07-04,53110212,12,45.5,6.5,1.7142857142857142,7,3.79,0.2963,0.0,0.0,0.0857,2021-07-05 05:09:49,-1.542420372241091
3605,0551101242021-07-04,55110124,10,45.5,6.5,1.4285714285714286,7,4.55,0.4,0.0,0.0,0.0844,2021-07-05 05:09:47,-1.3742984857511267
3606,0731101542021-07-04,73110154,10,45.5,6.5,1.4285714285714286,7,4.55,0.1951,0.0,0.0,0.2286,2021-07-05 05:09:49,-1.5873013318289735
3607,051210212021-07-04,5121021,11,45.4,6.49,1.5714285714285714,7,4.13,0.2143,0.0833,0.0,0.3608,2021-07-05 05:09:47,-1.5007015552244394
3608,0531101422021-07-04,53110142,10,45.4,6.49,1.4285714285714286,7,4.54,0.2222,0.0,0.0,0.1214,2021-07-05 05:09:47,-1.6540995624152428
3609,0592102942021-07-04,59210294,9,45.4,6.49,1.2857142857142858,7,5.04,0.1667,0.0,0.0,0.011,2021-07-05 05:09:47,-1.8747232802709732
3610,0592103342021-07-04,59210334,10,45.4,6.49,1.4285714285714286,7,4.54,0.25,0.0,0.0,0.0544,2021-07-05 05:09:47,-1.6758955267440965
3611,0592103852021-07-04,59210385,11,45.4,6.49,1.5714285714285714,7,4.13,0.3077,0.0,0.0,0.0385,2021-07-05 05:09:49,-1.582602481425092
3612,029103712021-07-04,2910371,10,45.1,6.44,1.4285714285714286,7,4.51,0.2609,0.0,0.0,0.0405,2021-07-05 05:09:49,-1.6738683885499424
3613,0574101542021-07-04,57410154,13,45.1,6.44,1.8571428571428572,7,3.47,0.25,0.0,0.0,0.04,2021-07-05 05:09:47,-1.6653861404196872
3614,029102972021-07-04,2910297,4,45.0,6.43,0.5714285714285714,7,11.25,0.1739,0.0,0.0,0.0417,2021-07-05 05:09:47,-1.6939822435290188
3615,053211562021-07-04,5321156,9,45.0,6.43,1.2857142857142858,7,5.0,0.3,0.0,0.0,0.1194,2021-07-05 05:09:47,-1.5234772407935615
3616,010104562021-07-04,1010456,9,44.9,6.41,1.2857142857142858,7,4.99,0.2609,0.0,0.0,0.0848,2021-07-05 05:09:47,-1.631439745791651
3617,020102102021-07-04,2010210,7,44.8,6.4,1.0,7,6.4,0.25,0.0,0.0,0.102,2021-07-05 05:09:47,-1.6224718073267825
3618,029101512021-07-04,2910151,9,44.8,6.4,1.2857142857142858,7,4.98,0.3889,0.0,0.0,0.0376,2021-07-05 05:09:47,-1.4533356498347387
3619,051101152021-07-04,5110115,1,12.8,6.4,0.5,2,12.8,0.0833,0.0,0.0,0.5116,2021-07-05 05:09:47,-1.7072161983424259
3620,021110182021-07-04,2111018,11,44.7,6.39,1.5714285714285714,7,4.06,0.3889,0.0,0.0,0.1606,2021-07-05 05:09:47,-1.3125624685224673
3621,0731100922021-07-04,73110092,8,44.7,6.39,1.1428571428571428,7,5.59,0.3478,0.0,0.0,0.0542,2021-07-05 05:09:47,-1.5082746425082225
3622,020101842021-07-04,2010184,9,44.5,6.36,1.2857142857142858,7,4.94,0.1923,0.0,0.0,0.0345,2021-07-05 05:09:47,-1.811803806252787
3623,029102632021-07-04,2910263,10,44.5,6.36,1.4285714285714286,7,4.45,0.36,0.0,0.0,0.1067,2021-07-05 05:09:47,-1.4305683990139444
3624,0531101092021-07-04,53110109,10,44.5,6.36,1.4285714285714286,7,4.45,0.2174,0.0,0.0,0.1429,2021-07-05 05:09:47,-1.6473722774630863
3625,029102762021-07-04,2910276,12,44.44,6.35,1.7142857142857142,7,3.7,0.381,0.0,0.0,0.1039,2021-07-05 05:09:47,-1.3795216239073724
3626,027102212021-07-04,2710221,9,44.4,6.34,1.2857142857142858,7,4.93,0.1714,0.0,0.0,0.0578,2021-07-05 05:09:49,-1.8252790708874196
3627,028103212021-07-04,2810321,10,44.4,6.34,1.4285714285714286,7,4.44,0.25,0.0,0.0,0.0802,2021-07-05 05:09:47,-1.656903382441349
3628,0371101232021-07-04,37110123,5,44.4,6.34,0.7142857142857143,7,8.88,0.2174,0.0,0.0,0.04,2021-07-05 05:09:47,-1.694363873107586
3629,0571102012021-07-04,57110201,5,19.0,6.33,1.6666666666666667,3,3.8,0.2105,0.0,0.0,0.0526,2021-07-05 05:09:49,-2.122760697573477
3630,020101862021-07-04,2010186,11,44.2,6.31,1.5714285714285714,7,4.02,0.1935,0.0833,0.0833,0.0216,2021-07-05 05:09:47,-2.0134060705783243
3631,051101262021-07-04,5110126,10,44.2,6.31,1.4285714285714286,7,4.42,0.32,0.0,0.0,0.0491,2021-07-05 05:09:49,-1.5664401454072254
3632,075512602021-07-04,7551260,10,44.2,6.31,1.4285714285714286,7,4.42,0.32,0.0,0.0,0.037,2021-07-05 05:09:47,-1.5793716641585809
3633,020102972021-07-04,2010297,10,44.1,6.3,1.4285714285714286,7,4.41,0.25,0.2857,0.0,0.0,2021-07-05 05:09:49,-2.0716517194548727
3634,027100992021-07-04,2710099,10,43.9,6.27,1.4285714285714286,7,4.39,0.3,0.0909,0.0,0.0204,2021-07-05 05:09:47,-1.7393398299901615
3635,0531102062021-07-04,53110206,10,43.9,6.27,1.4285714285714286,7,4.39,0.3103,0.0,0.0,0.2368,2021-07-05 05:09:49,-1.3857221591583253
3636,075513642021-07-04,7551364,9,43.9,6.27,1.2857142857142858,7,4.88,0.2917,0.0,0.0,0.04,2021-07-05 05:09:47,-1.6329827566800554
3637,0371102062021-07-04,37110206,3,12.5,6.25,1.5,2,4.17,0.1765,0.0,0.0,0.0,2021-07-05 05:09:49,-2.3386232847104726
3638,028102952021-07-04,2810295,9,43.7,6.24,1.2857142857142858,7,4.86,0.28,0.0,0.0,0.0617,2021-07-05 05:09:47,-1.632470181256255
3639,0551102082021-07-04,55110208,6,43.7,6.24,0.8571428571428571,7,7.28,0.2174,0.0,0.0,0.04,2021-07-05 05:09:47,-1.739523749452569
3640,0531101572021-07-04,53110157,11,43.58,6.23,1.5714285714285714,7,3.96,0.3103,0.0,0.0,0.0333,2021-07-05 05:09:47,-1.5984357284899537
3641,075512322021-07-04,7551232,10,43.6,6.23,1.4285714285714286,7,4.36,0.2069,0.0,0.0,0.0612,2021-07-05 05:09:47,-1.761149449934886
3642,021108572021-07-04,2110857,10,43.49,6.21,1.4285714285714286,7,4.35,0.2632,0.0,0.0,0.3,2021-07-05 05:09:47,-1.406021677500521
3643,021111492021-07-04,2111149,9,43.46,6.21,1.2857142857142858,7,4.83,0.1875,0.0,0.0,0.0,2021-07-05 05:09:49,-1.8663588187367557
3644,0571100722021-07-04,57110072,13,43.4,6.2,1.8571428571428572,7,3.34,0.2414,0.0,0.0,0.0683,2021-07-05 05:09:47,-1.6632718750675133
3645,0571101592021-07-04,57110159,9,43.4,6.2,1.2857142857142858,7,4.82,0.25,0.0,0.0,0.0482,2021-07-05 05:09:47,-1.7035614863364554
3646,021105212021-07-04,2110521,10,43.3,6.19,1.4285714285714286,7,4.33,0.2424,0.0,0.0,0.3557,2021-07-05 05:09:47,-1.385308807733216
3647,0551102852021-07-04,55110285,9,43.3,6.19,1.2857142857142858,7,4.81,0.2174,0.0,0.0,0.0,2021-07-05 05:09:49,-1.8142676604548593
3648,0592102212021-07-04,59210221,7,43.3,6.19,1.0,7,6.19,0.1333,0.0,0.1429,0.0,2021-07-05 05:09:47,-2.1324620985789524
3649,021111782021-07-04,2111178,10,43.2,6.17,1.4285714285714286,7,4.32,0.28,0.0,0.0,0.0,2021-07-05 05:09:49,-1.6990167065086197
3650,0574100172021-07-04,57410017,10,43.1,6.16,1.4285714285714286,7,4.31,0.3043,0.0,0.0,0.0577,2021-07-05 05:09:47,-1.59459958171096
3651,023101062021-07-04,2310106,8,43.0,6.14,1.1428571428571428,7,5.38,0.2308,0.0,0.0,0.0,2021-07-05 05:09:47,-1.791986684989408
3652,0574100722021-07-04,57410072,10,42.8,6.11,1.4285714285714286,7,4.28,0.1667,0.0,0.0,0.0,2021-07-05 05:09:47,-1.9054447956326002
3653,0592103002021-07-04,59210300,10,42.8,6.11,1.4285714285714286,7,4.28,0.1613,0.0,0.0,0.0,2021-07-05 05:09:47,-1.9151197916935827
3654,021106392021-07-04,2110639,9,42.6,6.09,1.2857142857142858,7,4.73,0.25,0.0,0.0,0.0,2021-07-05 05:09:47,-1.7622052887697364
3655,075512562021-07-04,7551256,11,42.5,6.07,1.5714285714285714,7,3.86,0.25,0.0,0.0,0.0747,2021-07-05 05:09:47,-1.6711369295764025
3656,075513652021-07-04,7551365,7,42.5,6.07,1.0,7,6.07,0.2083,0.0,0.0,0.04,2021-07-05 05:09:47,-1.7870822101151602
3657,021108982021-07-04,2110898,8,42.4,6.06,1.1428571428571428,7,5.3,0.1923,0.0,0.0,0.037,2021-07-05 05:09:47,-1.8272503617899543
3658,028105022021-07-04,2810502,10,42.4,6.06,1.4285714285714286,7,4.24,0.2222,0.0,0.0,0.1538,2021-07-05 05:09:49,-1.6449253508632233
3659,053212302021-07-04,5321230,9,42.4,6.06,1.2857142857142858,7,4.71,0.2174,0.0,0.0,0.25,2021-07-05 05:09:47,-1.555149628050797
3660,020100652021-07-04,2010065,10,42.3,6.04,1.4285714285714286,7,4.23,0.1714,0.0,0.0,0.116,2021-07-05 05:09:47,-1.777270253112255
3661,0574101412021-07-04,57410141,10,42.2,6.03,1.4285714285714286,7,4.22,0.2174,0.0,0.0,0.0357,2021-07-05 05:09:47,-1.7814574144758752
3662,0592102542021-07-04,59210254,12,42.2,6.03,1.7142857142857142,7,3.52,0.1429,0.0,0.0,0.0524,2021-07-05 05:09:47,-1.8783329797583137
3663,0574101642021-07-04,57410164,12,42.0,6.0,1.7142857142857142,7,3.5,0.2,0.0,0.0,0.0714,2021-07-05 05:09:47,-1.7574393333603546
3664,0592104092021-07-04,59210409,11,42.0,6.0,1.5714285714285714,7,3.82,0.3125,0.0,0.0,0.0,2021-07-05 05:09:49,-1.6427972097470491
3665,020102842021-07-04,2010284,13,41.9,5.99,1.8571428571428572,7,3.22,0.1724,0.0,0.0,0.0427,2021-07-05 05:09:49,-1.825673997720389
3666,0574101182021-07-04,57410118,10,41.9,5.99,1.4285714285714286,7,4.19,0.2222,0.0,0.0,0.0256,2021-07-05 05:09:47,-1.7861531985024337
3667,0519100132021-07-04,51910013,10,41.8,5.97,1.4285714285714286,7,4.18,0.2424,0.0,0.0,0.0882,2021-07-05 05:09:47,-1.6839902751894142
3668,0592100222021-07-04,59210022,5,41.8,5.97,0.7142857142857143,7,8.36,0.1667,0.0,0.0,0.04,2021-07-05 05:09:47,-1.8179306422885935
3669,075512432021-07-04,7551243,8,41.8,5.97,1.1428571428571428,7,5.22,0.1538,0.0,0.0,0.0,2021-07-05 05:09:47,-1.941744461755845
3670,021110192021-07-04,2111019,10,41.7,5.96,1.4285714285714286,7,4.17,0.2727,0.0,0.0,0.3439,2021-07-05 05:09:47,-1.3572164842917158
3671,021111992021-07-04,2111199,10,41.5,5.93,1.4285714285714286,7,4.15,0.125,0.0,0.0,0.0782,2021-07-05 05:09:49,-1.9075207646883237
3672,053212022021-07-04,5321202,9,41.5,5.93,1.2857142857142858,7,4.61,0.2143,0.0,0.0,0.0638,2021-07-05 05:09:47,-1.7677616674356886
3673,0592103602021-07-04,59210360,8,41.5,5.93,1.1428571428571428,7,5.19,0.2,0.0,0.0,0.0476,2021-07-05 05:09:47,-1.8106000997870624
3674,020102402021-07-04,2010240,11,41.4,5.91,1.5714285714285714,7,3.76,0.2222,0.0,0.0,0.0423,2021-07-05 05:09:47,-1.7645262719316908
3675,021107512021-07-04,2110751,11,41.4,5.91,1.5714285714285714,7,3.76,0.4,0.0,0.0,0.4626,2021-07-05 05:09:47,-0.996784817782215
3676,053212372021-07-04,5321237,10,41.4,5.91,1.4285714285714286,7,4.14,0.35,0.0,0.0,0.0204,2021-07-05 05:09:47,-1.5670986126116537
3677,0592104102021-07-04,59210410,8,41.36,5.91,1.1428571428571428,7,5.17,0.2273,0.0,0.0,0.0455,2021-07-05 05:09:49,-1.765365879062892
3678,0731101602021-07-04,73110160,11,41.4,5.91,1.5714285714285714,7,3.76,0.1714,0.0,0.0,0.4082,2021-07-05 05:09:49,-1.464498049383653
3679,021110832021-07-04,2111083,8,41.3,5.9,1.1428571428571428,7,5.16,0.1724,0.0,0.0,0.0419,2021-07-05 05:09:47,-1.8682698525945851
3680,051210472021-07-04,5121047,8,41.2,5.89,1.1428571428571428,7,5.15,0.1714,0.1111,0.1111,0.1608,2021-07-05 05:09:47,-2.0081872996953694
3681,075513112021-07-04,7551311,10,41.2,5.89,1.4285714285714286,7,4.12,0.1875,0.0,0.0,0.0042,2021-07-05 05:09:47,-1.877128667791205
3682,021109452021-07-04,2110945,9,41.1,5.87,1.2857142857142858,7,4.57,0.3182,0.1,0.0,0.0621,2021-07-05 05:09:47,-1.7011497904780737
3683,027102362021-07-04,2710236,8,41.1,5.87,1.1428571428571428,7,5.14,0.2,0.0,0.0,0.1357,2021-07-05 05:09:49,-1.720290053608931
3684,051100662021-07-04,5110066,9,41.0,5.86,1.2857142857142858,7,4.56,0.2632,0.0,0.0,0.0583,2021-07-05 05:09:47,-1.6902450382828043
3685,0592101912021-07-04,59210191,8,41.0,5.86,1.1428571428571428,7,5.12,0.1786,0.0,0.0,0.0345,2021-07-05 05:09:47,-1.8679836553438864
3686,051210132021-07-04,5121013,7,40.9,5.84,1.0,7,5.84,0.1786,0.0,0.1429,0.419,2021-07-05 05:09:47,-1.628485508537611
3687,0592102842021-07-04,59210284,8,40.8,5.83,1.1428571428571428,7,5.1,0.2609,0.0,0.0,0.0833,2021-07-05 05:09:47,-1.6700921547007062
3688,075513302021-07-04,7551330,8,40.78,5.83,1.1428571428571428,7,5.1,0.3,0.0,0.0,0.4071,2021-07-05 05:09:47,-1.2540320069377098
3689,029102702021-07-04,2910270,10,40.7,5.81,1.4285714285714286,7,4.07,0.2857,0.0,0.0,0.0897,2021-07-05 05:09:47,-1.6141744390348363
3690,021109872021-07-04,2110987,10,40.6,5.8,1.4285714285714286,7,4.06,0.35,0.0,0.0,0.2517,2021-07-05 05:09:47,-1.3266231225528533
3691,051210382021-07-04,5121038,9,40.5,5.79,1.2857142857142858,7,4.5,0.1667,0.0,0.0,0.3772,2021-07-05 05:09:47,-1.5269555839396143
3692,0571101432021-07-04,57110143,9,40.5,5.79,1.2857142857142858,7,4.5,0.25,0.1,0.1,0.0089,2021-07-05 05:09:47,-2.0093134018987953
3693,028104652021-07-04,2810465,11,40.4,5.77,1.5714285714285714,7,3.67,0.4375,0.0,0.0,0.0893,2021-07-05 05:09:49,-1.3365745770994855
3694,010105242021-07-04,1010524,6,40.3,5.76,0.8571428571428571,7,6.72,0.2143,0.0,0.0,0.1724,2021-07-05 05:09:47,-1.6413806069803236
3695,021109482021-07-04,2110948,9,40.3,5.76,1.2857142857142858,7,4.48,0.1667,0.0,0.0,0.0645,2021-07-05 05:09:47,-1.8628606716332665
3696,075514042021-07-04,7551404,8,40.3,5.76,1.1428571428571428,7,5.04,0.25,0.0,0.0,0.0131,2021-07-05 05:09:49,-1.7692752652350838
3697,0592101902021-07-04,59210190,11,40.2,5.74,1.5714285714285714,7,3.65,0.2083,0.0,0.0,0.0171,2021-07-05 05:09:47,-1.8261022034135406
3698,0571101872021-07-04,57110187,7,40.1,5.73,1.0,7,5.73,0.2381,0.4167,0.0,0.0455,2021-07-05 05:09:49,-2.2284945359754853
3699,0371101252021-07-04,37110125,7,40.0,5.71,1.0,7,5.71,0.1923,0.0,0.0,0.04,2021-07-05 05:09:47,-1.8415141894831824
3700,0592103862021-07-04,59210386,9,40.0,5.71,1.2857142857142858,7,4.44,0.2727,0.0,0.0,0.0435,2021-07-05 05:09:49,-1.698445915312486
3701,0531101282021-07-04,53110128,11,39.9,5.7,1.5714285714285714,7,3.63,0.1613,0.0,0.0,0.0616,2021-07-05 05:09:47,-1.8648422439818932
3702,075513802021-07-04,7551380,8,39.84,5.69,1.1428571428571428,7,4.98,0.1935,0.0,0.0,0.0309,2021-07-05 05:09:47,-1.8560195193043454
3703,021108592021-07-04,2110859,10,39.6,5.66,1.4285714285714286,7,3.96,0.35,0.0,0.0,0.5306,2021-07-05 05:09:47,-1.0369927031535422
3704,027101632021-07-04,2710163,11,39.6,5.66,1.5714285714285714,7,3.6,0.1562,0.0,0.0,0.0303,2021-07-05 05:09:47,-1.9099323966157389
3705,0551102932021-07-04,55110293,8,39.5,5.64,1.1428571428571428,7,4.94,0.1351,0.0,0.0,0.0286,2021-07-05 05:09:49,-1.9662609827299664
3706,0571101452021-07-04,57110145,6,39.5,5.64,0.8571428571428571,7,6.58,0.2,0.0,0.0,0.0089,2021-07-05 05:09:47,-1.8510732972318114
3707,010104592021-07-04,1010459,7,39.4,5.63,1.0,7,5.63,0.2381,0.0,0.0,0.026,2021-07-05 05:09:47,-1.7802451762323035
3708,021109402021-07-04,2110940,11,39.4,5.63,1.5714285714285714,7,3.58,0.3158,0.0,0.0,0.0,2021-07-05 05:09:47,-1.6580809151604343
3709,0574102172021-07-04,57410217,10,39.2,5.6,1.4285714285714286,7,3.92,0.2143,0.0,0.0,0.0203,2021-07-05 05:09:49,-1.828922209999878
3710,075512362021-07-04,7551236,9,39.2,5.6,1.2857142857142858,7,4.36,0.3684,0.0,0.0,0.0,2021-07-05 05:09:47,-1.5801924043901425
3711,021110202021-07-04,2111020,9,39.1,5.59,1.2857142857142858,7,4.34,0.3478,0.0,0.0,0.1098,2021-07-05 05:09:47,-1.500952635645075
3712,0592102772021-07-04,59210277,11,39.0,5.57,1.5714285714285714,7,3.55,0.2258,0.0,0.0,0.0804,2021-07-05 05:09:47,-1.736426158545619
3713,020100962021-07-04,2010096,11,38.9,5.56,1.5714285714285714,7,3.54,0.175,0.1538,0.1538,0.0196,2021-07-05 05:09:47,-2.259241010042414
3714,023100762021-07-04,2310076,9,38.9,5.56,1.2857142857142858,7,4.32,0.3,0.0,0.0,0.0,2021-07-05 05:09:47,-1.705655953927045
3715,028104792021-07-04,2810479,9,38.9,5.56,1.2857142857142858,7,4.32,0.2414,0.0,0.0,0.0,2021-07-05 05:09:49,-1.8106475778480713
3716,020103082021-07-04,2010308,9,38.8,5.54,1.2857142857142858,7,4.31,0.1667,0.0,0.0,0.0641,2021-07-05 05:09:49,-1.8769106711401782
3717,028103252021-07-04,2810325,9,38.8,5.54,1.2857142857142858,7,4.31,0.2963,0.0,0.0,0.1429,2021-07-05 05:09:47,-1.5604955857091058
3718,021107502021-07-04,2110750,9,38.72,5.53,1.2857142857142858,7,4.3,0.25,0.0,0.0,0.7211,2021-07-05 05:09:47,-1.0262553186084564
3719,0371101612021-07-04,37110161,9,38.67,5.52,1.2857142857142858,7,4.3,0.3333,0.0,0.0,0.0929,2021-07-05 05:09:47,-1.54863917005362
3720,0551102472021-07-04,55110247,11,38.5,5.5,1.5714285714285714,7,3.5,0.1905,0.0,0.0,0.0455,2021-07-05 05:09:47,-1.841188185710684
3721,0574102222021-07-04,57410222,2,5.5,5.5,2.0,1,2.75,0.0741,0.0,0.0,0.0357,2021-07-05 05:09:49,-2.60012211739122
3722,0592103212021-07-04,59210321,10,38.5,5.5,1.4285714285714286,7,3.85,0.1471,0.0,0.0,0.0,2021-07-05 05:09:47,-1.9769512296345033
3723,027101912021-07-04,2710191,9,38.44,5.49,1.2857142857142858,7,4.27,0.1905,0.25,0.0,0.0195,2021-07-05 05:09:47,-2.17086240751354
3724,029103012021-07-04,2910301,8,38.4,5.49,1.1428571428571428,7,4.8,0.1739,0.0,0.0,0.0683,2021-07-05 05:09:47,-1.8647731057266652
3725,0574101222021-07-04,57410122,9,38.4,5.49,1.2857142857142858,7,4.27,0.1724,0.0,0.0,0.0583,2021-07-05 05:09:47,-1.876183991095237
3726,0592100152021-07-04,59210015,9,38.4,5.49,1.2857142857142858,7,4.27,0.2,0.0,0.0,0.022,2021-07-05 05:09:47,-1.865528567482062
3727,021112262021-07-04,2111226,7,38.3,5.47,1.0,7,5.47,0.15,0.0,0.0,0.1056,2021-07-05 05:09:49,-1.8644466513581064
3728,0531101502021-07-04,53110150,13,38.2,5.46,1.8571428571428572,7,2.94,0.1892,0.0,0.0,0.1395,2021-07-05 05:09:47,-1.7198011669449693
3729,0551102672021-07-04,55110267,12,38.2,5.46,1.7142857142857142,7,3.18,0.1538,0.0,0.0,0.0,2021-07-05 05:09:49,-1.9462214777744336
3730,021104952021-07-04,2110495,13,38.0,5.43,1.8571428571428572,7,2.92,0.25,0.0,0.0,0.0068,2021-07-05 05:09:47,-1.7544032652223271
3731,0592102832021-07-04,59210283,9,38.0,5.43,1.2857142857142858,7,4.22,0.3,0.0,0.0,0.0,2021-07-05 05:09:47,-1.7137180610137974
3732,075513312021-07-04,7551331,11,38.0,5.43,1.5714285714285714,7,3.45,0.1739,0.0,0.0,0.0932,2021-07-05 05:09:47,-1.8241697417619915
3733,075513422021-07-04,7551342,9,38.0,5.43,1.2857142857142858,7,4.22,0.1364,0.0,0.0,0.087,2021-07-05 05:09:47,-1.9138559198000027
3734,020101762021-07-04,2010176,8,37.9,5.41,1.1428571428571428,7,4.74,0.25,0.0,0.0,0.0136,2021-07-05 05:09:47,-1.7916612129506324
3735,053211052021-07-04,5321105,7,37.9,5.41,1.0,7,5.41,0.1818,0.0,0.0,0.0062,2021-07-05 05:09:47,-1.917958629535876
3736,075513892021-07-04,7551389,9,37.9,5.41,1.2857142857142858,7,4.21,0.1515,0.0,0.0,0.0,2021-07-05 05:09:47,-1.980711088238103
3737,020100382021-07-04,2010038,8,37.75,5.39,1.1428571428571428,7,4.72,0.2258,0.0,0.0,0.0268,2021-07-05 05:09:47,-1.8223692169817796
3738,020102172021-07-04,2010217,11,37.5,5.36,1.5714285714285714,7,3.41,0.2174,0.0,0.0,0.0,2021-07-05 05:09:47,-1.8496430050621173
3739,028104802021-07-04,2810480,12,37.5,5.36,1.7142857142857142,7,3.12,0.2,0.0,0.0,0.0286,2021-07-05 05:09:49,-1.838403248302685
3740,0551102092021-07-04,55110209,10,37.5,5.36,1.4285714285714286,7,3.75,0.1034,0.0,0.0,0.0,2021-07-05 05:09:47,-2.06368277530761
3741,0592103412021-07-04,59210341,7,37.5,5.36,1.0,7,5.36,0.2632,0.0,0.0,0.0,2021-07-05 05:09:47,-1.7824422228080012
3742,0592104132021-07-04,59210413,9,37.5,5.36,1.2857142857142858,7,4.17,0.1333,0.0,0.0,0.075,2021-07-05 05:09:49,-1.936452603009262
3743,0574102142021-07-04,57410214,7,37.4,5.34,1.0,7,5.34,0.2222,0.0,0.0,0.0,2021-07-05 05:09:47,-1.857243058322627
3744,075513972021-07-04,7551397,9,37.4,5.34,1.2857142857142858,7,4.16,0.1714,0.0,0.0,0.0,2021-07-05 05:09:49,-1.9492748081957687
3745,020102352021-07-04,2010235,5,37.3,5.33,0.7142857142857143,7,7.46,0.1852,0.0,0.0,0.0,2021-07-05 05:09:47,-1.8841749399802827
3746,021108192021-07-04,2110819,9,37.2,5.31,1.2857142857142858,7,4.13,0.2174,0.0,0.0,0.0655,2021-07-05 05:09:47,-1.7989850442969975
3747,025101842021-07-04,2510184,9,37.2,5.31,1.2857142857142858,7,4.13,0.1714,0.0,0.0,0.0286,2021-07-05 05:09:47,-1.9208374659979104
